,commentnum,rate,movie,comment,nicknum,nick,date
6964,11372050,2,봉이 김선달,시우민 때문에 0점 줌. 준비 안 된 아이돌은 춤이나 추길 ,13372362,into****,16.07.07
6965,11333202,1,탐정 홍길동: 사라진 마을,왜 망했는지 충분히 납득이 가는 영화 ,13372362,into****,16.06.27
6966,11233353,1,아가씨,쓰레기 같음 차라리 곡성 두번 보고 말지 ㅉㅉ 그냥 비싼 배우쓴 저질 영화 ,13372362,into****,16.06.03
6967,11131311,10,곡성(哭聲),"곡성(哭聲)영잘알:꿀잼, 영알못:노잼 ",13372362,into****,16.05.12
6968,10864313,8,드라큘라: 전설의 시작,진심 군주 마누라 처죽이고 싶었음 백성들이 죽느냐 사느냐 갈림길인데 감정에 치우쳐서 결국엔 지 아들만 살리고 다 죽게 만듬 ㄹㅇ빡침 역시 여자들은 감정에 치우쳐 일을 그르치는데 전문가들. 절대 여자를 고위직에 앉혀서는 안됨 냉정하지 못하고 감정만 앞섬 ,13372362,into****,16.02.19
6969,10606612,10,대호,오후에 히말라야 보고 저녁에  봤다 둘중에 하나를 고르라면 0.1초도 고민하지 않고 가 낫다고 단언할수 있다 ,13372362,into****,15.12.16
6970,10605485,1,해운대,아직도 이 영화가 어떻게 그리 흥행을 했는지 당최 이해가 되지 않음 우리가 남이가? 파워인가? ,13372362,into****,15.12.16
6971,10605414,7,히말라야,황정민이어서 7점 줬지 다른 듣보잡 배우였으면 5점도 아깝다 ,13372362,into****,15.12.16
6972,10602251,1,특종: 량첸살인기,안그래도 뭔가 보면서 똥 안닦은 기분이라 더러웠는데 감독 인터뷰한 내용보니 앞뒤 꽉 막힌 사람 같아서 1점 줌 ,13372362,into****,15.12.15
6973,10599495,1,샌 안드레아스,블레이크가 죽었어야 완성되는 영환데 살았네 ㅉㅉ 뻔한 핵쓰레기 노잼 영화 1점 먹어라 ,13372362,into****,15.12.14
6974,10582041,10,응답하라 1988,이전까지 응답 시리즈에 비해 가족애와 시대상에 촛점이 맞혀져 있어 볼때마다 가슴이 따뜻해진다... 과거 응칠이랑 응사는 솔직히 좀 별로 였는데 진짜 응팔은 모두를 위한 드라마인듯해서 참 좋다 10점 준다 ㅋ ,13372362,into****,15.12.07
6975,10539721,1,경성학교: 사라진 소녀들,왜 봤을까... 내 인생 아까운 2시간 ㅠㅠ ,13372362,into****,15.11.22
6976,10527993,1,카트,감성에만 의지해서 질질짜기만 하는 영화 ,13372362,into****,15.11.19
6977,10527501,10,내부자들,개슈퍼 핵꿀잼 ㅋㅋㅋㅋ 신세계=>부당거래>>>>베테랑 ㅇㅈ? 어 인정 앙기모띠 ,13372362,into****,15.11.19
6978,10493867,10,검은 사제들,이런 소재로 한국에서 이 정도 수준으로 만든건 정말 대단한 거임 졸잼 10점 ,13372362,into****,15.11.08
6979,10466040,1,그놈이다,왜 영화는 환불제도가 없는 걸까 ,13372362,into****,15.10.28
6980,10436815,10,황구,소현이 땜에 본 영화 사랑해 ,13372362,into****,15.10.16
6981,10427354,1,밀회,여자들 허영심만 채워주는 드라마 ,13372362,into****,15.10.11
6982,10359052,1,돼지 같은 여자,진짜 할 말이 없다 ㅋㅋㅋ ,13372362,into****,15.09.24
6983,10352852,1,러브 라이브! 더 스쿨 아이돌 무비,파오후... 쿰처크쿰처크 ,13372362,into****,15.09.21
6984,10341279,1,미쓰 와이프,엄정화가 송승헌 엄마 같더라... 송승헌 대신 송강호나 김윤석이었으면 좋았을텐데 너무 안어울림 ,13372362,into****,15.09.18
6985,10336951,10,사도,국사 모르는 머가리 ㅎㅌㅊ 들은 노잼 나는 예쓰잼 ,13372362,into****,15.09.17
6986,10331381,5,귀여운 여인,역겨운 챙녀의 인생역전 스토리라니 오마이갓 ,13372362,into****,15.09.15
6987,10310023,1,우리는 형제입니다,진짜 솔직히 너무 재미가 없다... ㅠㅠ ,13372362,into****,15.09.06
6988,10275656,1,애나벨,아 진짜 핵 노잼.... 공포영화 마니아로서 1점 드립니다 ,13372362,into****,15.08.26
6989,10234920,8,메이즈 러너,시스템 영화 지겨워서 8점 ,13372362,into****,15.08.15
6990,10194879,10,무서운 집,이 영화를 보고 9급 공무원에 합격하고야 말았습니다 ㅎㅎ ,13372362,into****,15.08.06
6991,10173625,10,연풍연가,처음 시작할때  주제곡 나오는 순간 가슴이 찡...함과 동시에 16년전의 추억이 거짓말처럼 떠오르며 눈앞에 펼쳐져서... ㅠㅠ 잠시간이지만 옛 추억에 젖으며 뭔가 애절하고 그리운 마음을 다잡느라 힘들었네요 ㅠㅠ ,13372362,into****,15.08.02
6992,10154138,10,암살,김원봉을 너무 미화한게 맘에 안들지만 10점 ,13372362,into****,15.07.28
6993,10086019,1,손님,아아 갓카찡 그립습니다 ,13372362,into****,15.07.10
6994,10019499,10,쥬라기 월드,딴딴~ 딴딴~ 따다따~다 따따딴~ 따다다 따다 따다다 딴~ 따따따~따라란 ,13372362,into****,15.06.21
6995,9963307,1,무뢰한,역대급 핵노잼 주름이 자글자글해진 전도연은 스크린 흡입력이 형편없이 떨어짐 ,13372362,into****,15.05.30
6996,9937855,10,논스톱,테이큰보다 훨 잼남 ㅋㅋ ,13372362,into****,15.05.22
6997,9930034,9,악의 연대기,차이나타운 보다는 낫다 ,13372362,into****,15.05.18
6998,9819315,1,헬머니,억지 감동때문에 1점 드립니다 ,13372362,into****,15.04.01
6999,9815718,10,나이트 크롤러,보조 쫄따꾸 하는것도 없는 넘이 따박따박 대들면서 돈 내놓으라고 할때 개빡쳤는데 범인 총에 맞아 뒤지니깐 오르가즘 느낌 ^오^ ,13372362,into****,15.03.29
7000,9799750,1,오늘의 연애,마지막 장면 진짜 개 오그라들어서 1점 ㅡㅡ ,13372362,into****,15.03.22
7001,9798803,8,강남 1970,떨현이 연기는 별로. 김래원 비중이 적어서 별로. 김지수는 멀쩡히 살아서 더 별로. 유하 영화는 항상 다 보고 나면 기분이 개 ㅈ같아짐 ,13372362,into****,15.03.22
7002,9796607,1,레이어 케이크,아 진짜 이렇게 재미가 없을수가 ㅠㅠ ,13372362,into****,15.03.21
7003,9796577,10,쎄시봉,영화는 괜찮아서 10점 ,13372362,into****,15.03.21
7004,9796576,1,기술자들,노무 노무 루즈해서 계속 졸았음 ,13372362,into****,15.03.21
7005,9792663,10,드래곤볼,주인공 허성태 근황 아시는 분? ,13372362,into****,15.03.19
7006,9776117,1,채피,장난 똥때리냐~~~???/ ,13372362,into****,15.03.13
7007,9766591,10,목포는 항구다,아따 나가 거시기 해불구마잉~~~~ ,13372362,into****,15.03.08
7008,9760560,10,친절한 가정부,캬~ 10점 안줄수가 없다 ,13372362,into****,15.03.06
7009,9710916,1,개를 훔치는 완벽한 방법,진짜 너무... 강아지 + 애들 나오는 영화 개극혐.... 강혜정도 너무 많이 변하고 뻔뻔한역할로 나와서 더 짜증 ,13372362,into****,15.02.18
7010,9697877,1,조선명탐정 : 사라진 놉의 딸,올해 본 영화중에 제일 많이 졸았던 영화임팩트도 없고 루즈하게 흘러간 2시간곳곳에 설치해둔 개그코드가 적당함을 넘어서니 집중의 흐름을 방해하고 비급 수준의 싸구려를 만들어 버림 ,13372362,into****,15.02.15
7011,9684113,10,허삼관,아빠 할때 눈물 찔찔 ㅠㅠ 근데 하지원도 나이가 40대에 가까워지니 어쩔수가 없더군... 얼굴에 살처짐이 보임 여자는 역시 20대가 짱 ,13372362,into****,15.02.10
7012,9663905,1,다이빙벨,해수부장관이랑 해양청장 갈구는거 보고 1점 ,13372362,into****,15.02.03
7013,9536336,10,국제시장,진짜 이런 훌륭한 영화에 사상 들먹이며 까대는 놈들 때문에 더 그들이 역겹다 ,13372362,into****,14.12.29
7014,9505872,1,방황하는 칼날,진짜 후반부로 갈수록 늘어지고 핵 노잼 ,13372362,into****,14.12.24
7015,9449841,1,생텀,핵노잼 ㅡㅡ 내 시간 물어내 ,13372362,into****,14.12.05
7016,9343889,1,패션왕,도대체 무슨 생각으로 인터스텔라랑 같은 날 개봉했을까 ,13372362,into****,14.11.06
7017,9251523,1,트랜스포머: 사라진 시대,진짜 이렇게 엉성할수가... 제발 5탄은 참아주셈 ,13372362,into****,14.10.01
7018,8570633,1,추적자,양동근만 믿고 봤는데... 할말이 없다 ,13372362,into****,14.03.12
7019,8569965,10,인크레더블,프로즌 땜에 10점 ㅋㅋ ,13372362,into****,14.03.12
7020,8566324,1,300: 제국의 부활,진짜 전작보다 후퇴한 영화... 전작의 명성을 어거지로 이어 가려는 다듬어지지 않은 영상미 하며 산만한 스토리까지 정말 뭐하나 맘에 드는거 하나도 없음 ,13372362,into****,14.03.09
7021,8560480,1,슈퍼배드,너무 질 떨어지는 아이돌의 더빙 때문에 도저히 못 보겠음 무조건 영어판으로 보시길... 반 정도 더빙판 보다가 바꿔 봄. ,13372362,into****,14.03.07
7022,8533300,1,찌라시 : 위험한 소문,김강우 대신 이정재나 하정우 나왔어야 재밌었을듯 ,13372362,into****,14.02.24
7023,8504339,1,마약전쟁,홍콩영화 예전 같지가 않네... ,13372362,into****,14.02.13
7024,8504335,1,관능의 법칙,진짜 보는내내 어처구니 없던 영화 ㅋㅋㅋ ,13372362,into****,14.02.13
7025,8504328,1,연애 징크스!!!,잠시만여~ 1점 드리고 가실게여~~ ,13372362,into****,14.02.13
7026,8477472,1,캐치미,스트레스 받는 영화 왜 봄? ,13372362,into****,14.02.05
7027,8466764,1,피끓는 청춘,진짜 어쩜 이리 유치한지 ,13372362,into****,14.02.02
7028,8466759,1,공범,결말이 짜증나서 1점 줌 ,13372362,into****,14.02.02
7029,8452074,1,플랜맨,한지민 정재영 두 배우 정말 정말 좋아하는 배우지만... 이 건 좀.... ,13372362,into****,14.01.30
7030,8432401,1,수상한 그녀,50대 어머님 모시고 보고 왔는데.... 기대 했던것 보다 코드 연령이 너무 낮았다. ,13372362,into****,14.01.26
7031,8411488,1,겨울왕국,정신연령이 미숙한 어린애와 어른애들을 위한 영화 ㅡㅡ 진짜 2시간 내내 재미 없어 죽을뻔함 ,13372362,into****,14.01.22
7032,8378009,1,김종욱 찾기,이게 여자들의 영화인가.... 진짜 너무 유치하고 재미 없었다 그들의 연애 판타지 만족위한 판타지 영화 ㅡㅡ 남자들은 절대 보지 마셈 ㅡㅡ ,13372362,into****,14.01.13
7033,8362240,1,무서운 이야기,공포영화 마니아로서 1점을 안줄수가 없다 ,13372362,into****,14.01.09
7034,8350455,10,스파이,킬링타임이 목적이라면 굉장히 준수한 영화 ,13372362,into****,14.01.05
7035,8327669,1,엔더스 게임,걍 꼬맹이 성장영화 애들용 ,13372362,into****,13.12.31
7036,8292603,1,용의자,와 진짜 한국형 첩보영화가 여기까지 왔나 싶더라구요 2시간내내 화장실도 못가고 시간가는줄도 모르며 봤네요 ㅋㅋ 정말 최고!! ,13372362,into****,13.12.24
7037,8289497,1,창수,걍 노무노무 재미없음 뻔한 90년대 뻔한 스토리 ㅎㄷㄷ ,13372362,into****,13.12.24
7038,8234580,1,응징자,영화라는 무한한 상상력을 핑계로 도입되는 어처구니 없는 개연성은 보는 내내 몰입감만 방해할 뿐 ,13372362,into****,13.12.19
7039,8221989,10,변호인,야 기분좋다~~~ 제가 언제 경제 살리겠다고 말이나 했습니까? 당연히 잘 해야지요! 부끄러운줄 알아야지~~~ ,13372362,into****,13.12.18
7040,8168733,1,감기,보는 내내 존나 무한 이기적인 여주 처 죽이고 싶었다 ,13372362,into****,13.11.26
7041,8166483,1,태풍,뭐라고 하는지 하나도 못 알아 먹겠더라ㅋㅋ ,13372362,into****,13.11.25
7042,8158859,1,동창생,그냥 재미 없어서.... ,13372362,into****,13.11.22
7043,8117871,1,화이 : 괴물을 삼킨 아이,스토리가 진짜 시놉시스만 봐도 다 알만큼 노무노무노무노무노무노무 뻔한 스토리 ㅡㅡ ,13372362,into****,13.11.06
7044,8117870,10,배우는 배우다,열심히 한 이준 덕에 10점 줌 ,13372362,into****,13.11.06
7045,8117869,1,노브레싱,아놬ㅋㅋ 역시 기자 평론가 평점을 보고 보는 거였어.... 내돈... ㅠㅠ ,13372362,into****,13.11.06
7046,8115896,10,토르: 다크 월드,스토리가 좀 엉성하지만.... ,13372362,into****,13.11.05
7047,7966678,10,관상,솔직히 존나 재밌었음 이정재 악역도 존나 쩔었고 ㅎㅎ 다만 영화와 너무너무 안어울리는 이종석이 엄청난 미스캐스팅. 감독 생각으로는 여자들 티켓파워 좀 끌어모으려고 그랬는지는 모르겠으나 과거 푸른소금에서 신세경 송강호 조합 처럼 이종석은 너무나도 어색 ,13372362,into****,13.09.11
7048,7945155,1,마당을 나온 암탉,최민식 더빙은 존나 멋졌는데 문소리랑 유승호 더빙 진심 ㅎㅌㅊ..... 더빙 때문인지는 몰라도 영화 보는내내 암탉 모가지 비틀어서 치킨 튀겨버리고 싶었음 ,13372362,into****,13.09.03
7049,7899077,1,숨바꼭질,영화 보는 내내 답답함에 어이 털린 영화개연성도 적당히 해야지 이건 뭐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,13372362,into****,13.08.18
7050,7833211,10,라이프 오브 파이,뱅갈 호랑이 기여어! 호랑이 다이스키! ,13372362,into****,13.08.04
7051,7773732,10,레드: 더 레전드,예쓰잼!! ㅋㅋㅋㅋㅋㅋㅋ 씹 예쓰잼!!!!!! ,13372362,into****,13.07.22
7052,7751139,1,레미제라블,노무노무 지루하당 ,13372362,into****,13.07.17
7053,7750163,1,미스터 고,더 이상의 유치함은 naver.... ,13372362,into****,13.07.17
7054,7727500,1,퍼시픽 림,진짜 노무노무 유치해서 하라보지 따라갈뻔 했음 ,13372362,into****,13.07.11
7055,7723919,10,빠담빠담… 그와 그녀의 심장박동소리,개꿀잼 정우성 짱짱맨! ,13372362,into****,13.07.11
7056,7723906,1,감시자들,아니 2PM은 왜 뜬금없이 나온거임? ,13372362,into****,13.07.11
7057,7696475,1,은밀하게 위대하게,아 진짜 노잼 보는 내내 재미 없어서 진짜 울뻔했당 ㅠㅠ 런닝 타임은 왤케 긴지 ㄷㄷ ,13372362,into****,13.07.02
7058,7457297,10,오블리비언,탐 성님은 역시 날 실망시키지 않았음! ,13372362,into****,13.04.13
7059,7431884,1,분노의 윤리학,주연배우들이 전부 같은 소속사. 배우 한명 한명은 돋보이나 지나치게 낙하산적인 캐스팅은 조화를 파괴. ,13372362,into****,13.04.03
7060,7428344,10,지.아이.조 2,아 내가 국뽕이다! ,13372362,into****,13.04.01
7061,7405792,10,장고:분노의 추적자,진심 조오오오온나게 재밌음 ㅋㅋ 디까프리오 늙을수록 더 멋있어짐 ^^ ,13372362,into****,13.03.24
7062,7405787,10,영웅: 샐러멘더의 비밀,내 인생 최고로 아깝지 않은 10점 ,13372362,into****,13.03.24
7063,7405784,1,남자사용설명서,너무 너무 유치해..... 타겟이 어린 여중고생 이었다면 모르겠는데...... ,13372362,into****,13.03.24
7064,7372945,1,7번방의 선물,"으리 없이 혼자 가버린 성룡이형,,,, 으리으리 한 1점 드립니다 ",13372362,into****,13.03.20
7065,7337736,1,사이코메트리,일본만화 처럼 유치하기 그지 없음 김강우씨 좋아하는데 왜 하는 작품마다 이러는지 ㅠㅠ ,13372362,into****,13.03.10
7066,7312497,1,파이어 위드 파이어,저 배우들로 이 정도 밖에 못 뽑나 ,13372362,into****,13.03.01
7067,7308491,1,혈투,신세계 재밌게 보고 기대하고 봤는데 너무....... 박감독 2년새 엄청난 발전을 이룸! ,13372362,into****,13.02.28
7068,7308486,10,신세계,그냥 재미하나는 최고! 재미만으로도 10점이 아깝지 않다 ,13372362,into****,13.02.28
7069,7300046,5,가면,재밌게 봤습니당 ,13372362,into****,13.02.25
7070,7262626,2,신들의 전쟁,그냥 재미가 없당..... 작품성도 없고 ,13372362,into****,13.02.14
7071,7241276,10,캐스트 어웨이,윌슨 가지마 ㅠㅠ ,13372362,into****,13.02.09
7072,7238508,1,007 스카이폴,마지막 보스전이 너무 너무 너무 허접했다. 어찌 이런..... ,13372362,into****,13.02.08
7073,7231462,1,로봇 앤 프랭크,자막 때문에 1점 드립니다 영화는 8점 ,13372362,into****,13.02.06
7074,7224725,9,저지 드레드,흘륭한 킬링타임용 영화 ,13372362,into****,13.02.04
7075,7200113,8,베를린,바람 빠진 느낌 ,13372362,into****,13.01.30
7076,7193609,10,왝 더 독,마지막 장면인 알바니아의 습격을 다룬 뉴스를 보는 순간 이 영화의 가치를 느낄수 있으리라 ,13372362,into****,13.01.29
7077,7185226,3,돈의 맛,영화의 목적이 너무도 뻔히 보이는 영화 ,13372362,into****,13.01.27
7078,7170571,4,내가 살인범이다,내 인생 최악의 자동차 추격신. 뻔한 반전과 결말도 감점 요인 ,13372362,into****,13.01.25
7079,7164304,7,반창꼬,스토리 전개가 처음부터 너무 억지스럽고 작위적임........ 한효주의 억척스런 연기도 아직은 부족하다 ,13372362,into****,13.01.24
7080,7157963,10,철가방 우수氏,감사합니다..... ,13372362,into****,13.01.23
7081,7153115,10,네모난원,옛날 생각나게 해주는 영화 ,13372362,into****,13.01.22
7082,7149461,8,가문의 영광5-가문의 귀환,킬링타임용으로 훌륭하긴 한데 존재가 불필요했던 아이돌 발연기 때문에 -2점 ,13372362,into****,13.01.22
7083,7137485,10,클레멘타인,이 보다 더 훌륭한 영화가 있을까... 방금 먹은 김준현 호빵이 야채호빵이었는지 팥빵이었는지 모를정도.... 아아 라면은 역시 신라면! ,13372362,into****,13.01.20
7084,7137397,9,트로이,처음부터 끝까지 레골라스 떔에 빡치는 영화 ,13372362,into****,13.01.20
7085,7137297,7,늑대소년,중고딩 어린여자 아이 들을 위한 영화 ,13372362,into****,13.01.20
7086,7129676,8,타이탄의 분노,민폐만 끼치는 안드로메다 땜에 빡침 ㅡㅡ ,13372362,into****,13.01.18
7087,7123311,10,은하수를 여행하는 히치하이커를 위한 안내서,쏠롱쏠롱쏠롱쏠롱 ,13372362,into****,13.01.17
7088,7117877,1,클라우드 아틀라스,열심히 뭔가 메세지를 전달하려고 노력한것은 보이지만 결정적으로 재미가 없다 ,13372362,into****,13.01.15
7089,7105728,1,캐빈 인 더 우즈,드럽게 재미 없음 진심..... 디 워 수준 ㅡㅡ ,13372362,into****,13.01.12
7090,7015095,1,강철대오: 구국의 철가방,너무 재미 없어서 깜짤 놀램 ,13372362,into****,12.12.18
7091,6684451,1,본 레거시,이전 본 씨리즈에 똥칠한 영화 ,13372362,into****,12.09.10
7092,6535750,6,도둑들,배우와 감독의 이름이 아까운 영화가 아닐까 ,13372362,into****,12.07.26
7093,6243167,10,파수꾼,추천... ,13372362,into****,12.04.24
7094,6173423,10,건축학개론,수지가 이뻐서 10점 ^^ ,13372362,into****,12.03.27
7095,6168868,10,엽기적인 그녀,별점 10개도 부족한 영화 ,13372362,into****,12.03.25
7096,5911351,1,라푼젤,내가 너무 커버렸단걸 느끼게 해준 애니메이션 ,13372362,into****,11.12.17
7097,5886165,10,JFK,3시간 30분이 지루하지 않고 전혀 아깝지 않았던 영화 ,13372362,into****,11.12.04
7098,5868569,10,바스터즈: 거친 녀석들,진짜 재밌게 봤는데 평점 왤케 낮징 ㅋㅋ ㅊㅊ ,13372362,into****,11.11.24
7099,5800377,1,퀵,영화의 재미를 떠나서 스턴트배우들 저렇게 줄부상 시키면서까지 찍는 쓰레기 영화 ,13372362,into****,11.10.21
7100,4953525,9,김복남 살인사건의 전말,마무리가 허접하지만 나름 뭔가 전달하려고 한듯 ,13372362,into****,10.11.12
7101,4932098,10,악마를 보았다,졸라 재밌었는데 ㅋㅋ ,13372362,into****,10.11.01
7102,4897782,1,대한민국 1%,여배우랑 결혼 하고 ㅅ ㅣㅍ다 항가항가 ,13372362,into****,10.10.11
7103,4417579,10,분노의 핑퐁,SEGA님 만세! 후후후 ,13372362,into****,10.04.07
7104,4346142,1,이상한 나라의 앨리스,아이맥스로 봤다가 피똥 쌌다...... ,13372362,into****,10.03.09
7105,4232465,10,아바타,훌륭하다 12년후에 봐도 후회하지 않을 만큼 ,13372362,into****,10.02.01
7106,4232458,10,타이타닉,이 영화가 12년이나 됐다는게 믿어지지 않을 만큼 훌륭한 명작 ,13372362,into****,10.02.01
7107,4171889,1,오감도,세경이 아니었음 별 반개도 안줬음 ,13372362,into****,10.01.15
7108,4008633,10,닌자 어쌔신,이것이야 말로 블락보스턴 ,13372362,into****,09.12.02
7109,3994537,1,2012,덕분에 좋은 꿈 꿨습니다 ^.^ ,13372362,into****,09.11.27
7110,3821069,10,디스트릭트 9,진짜 재밌음 ㅎㅎ ,13372362,into****,09.09.09
7111,3738144,10,지.아이.조 - 전쟁의 서막,트랜스포머2보다 훨씬 재밌게 봤고 이병헌도 비중있게 나와서 좋았다 ,13372362,into****,09.08.11
7112,3693892,10,국가대표,헐 평점 쩐다 ,13372362,into****,09.08.01
7113,3544762,1,"지금, 이대로가 좋아요",갠적으로 넘 재미 없었뜸 ,13372362,into****,09.06.05
7114,3243192,10,우린 액션배우다,굳 ,13372362,into****,09.01.23
7115,3204473,1,타임 머신,빵점 짜리 영화 ,13372362,into****,09.01.09
7116,3190074,10,월-E,정말 대단하다는 말 밖에는...... ,13372362,into****,09.01.05
7117,3176752,1,델마와 루이스,기대하고 봤는데.......... ,13372362,into****,09.01.02
7118,2866598,1,외출,배용준 불쌍해.... ,13372362,into****,08.08.13
7119,2866595,10,용서받지 못한 자,정말 수작....... 아마추어가 이정도 영화를 찍었다는게 다만 놀라웠을뿐 ,13372362,into****,08.08.13
7120,2225911,10,세븐 데이즈,이규한♡조은별 ,13372362,into****,07.12.12
7121,2225907,1,열한번째 엄마,이 정도 주제와 내용으로 이것밖에 못하냐 ,13372362,into****,07.12.12
7122,2158943,1,"색, 계",여친이랑 봤는데 그냥 좀 그랬음.. 연애 얼마 안된 커플에겐 비추 ,13372362,into****,07.11.17
7123,1005247,10,구타유발자들,최고 ,13372362,into****,06.08.12
7124,1005204,10,긴급조치 19호,최고다 ,13372362,into****,06.08.12
7125,13372142,9,부라더,코믹영화답게 재밋고 감동도 잇음.. 반전도 잇고. 눈물도 마이낫고..나름 선빵.. 봐도 후회안함!!! ,13372142,chlg****,17.11.08
7126,13284152,10,범죄도시,마동석. 사람을 들엇다 놧다..아주너무 재밋어서 미칠지경. ,13372142,chlg****,17.10.13
7127,13234653,1,남한산성,"보다가 잠듦. 지루해서 죽을뻔.뻘리끝나기만을 기다림. 배우들 연기는 좋앗으나, 정말 지루함. ",13372142,chlg****,17.10.04
7128,13026169,10,청년경찰,진심 개웃김..웃지않을수가없음 ,13372142,chlg****,17.08.12
7129,12985012,10,택시운전사,정말 꼭보세요. 말이필요없습니다. ,13372142,chlg****,17.08.05
7130,13371941,10,부라더,ㅋㅋㅋ 너무 재미있네요 ,13371941,feel****,17.11.08
7131,13289229,1,범죄도시,재밌긴하나 평점조정.. ,13371941,feel****,17.10.15
7132,13230880,1,아이 캔 스피크,9급공무원 왜 비하하냐... ,13371941,feel****,17.10.04
7133,13230870,1,킹스맨: 골든 서클,1편에 비해 너무 지루.. ,13371941,feel****,17.10.04
7134,12988598,10,택시운전사,재밌습니다. 재밌네용~~ ,13371941,feel****,17.08.06
7135,12391701,1,로건,액션은 나름 괜찮았는데 꽥꽥 소리만 지르고 내용은 별거없네요 ,13371941,feel****,17.03.04
7136,12300132,2,조작된 도시,스크린쿼터 줄이던지 없애든지 좀 해라.. 이게 스크린 거의 독점하고 있어서 어쩔수없이 봤는데 개연성도 없고 말도 안되고 개황당 ,13371941,feel****,17.02.12
7137,12030250,1,판도라,억지감동 완전 짜증나고 낯 간지럽네요 ,13371941,feel****,16.12.10
7138,11265450,1,정글북,평점 조정 합니다.... ,13371941,feel****,16.06.10
7139,11209709,10,엑스맨: 아포칼립스,역시 마블보단 20세기 폭스가 나은듯 ,13371941,feel****,16.05.29
7140,11091438,1,캡틴 아메리카: 시빌 워,평점높아 봤는데 액션신은 눈만 아프고 그다지 재미 없네요... ,13371941,feel****,16.05.02
7141,10997225,1,주토피아,너무 재밌었지만 평점조정 ,13371941,feel****,16.03.28
7142,10911733,1,귀향,솔직히 지루했습니다. ,13371941,feel****,16.02.29
7143,10732188,9,검은 사제들,재미있습니다. 10자... ,13371941,feel****,16.01.15
7144,10440251,1,인턴,평점조정입니다 10자 ,13371941,feel****,15.10.17
7145,10440245,1,"님아, 그 강을 건너지 마오",평점조정입니다 10자 ,13371941,feel****,15.10.17
7146,10157860,1,암살,평점 조정합니다. ㅎㅎ ,13371941,feel****,15.07.29
7147,9409573,1,헝거게임:모킹제이,재미없어요...보지마셈 ,13371941,feel****,14.11.22
7148,9319153,1,타짜-신의 손,최악 1편에 완전 폐 끼쳤네 ,13371941,feel****,14.10.26
7149,8464597,1,모노노케 히메,평점조정 합니다.... ,13371941,feel****,14.02.02
7150,8464594,1,센과 치히로의 행방불명,"평점 조정 애니는 라푼젤, 겨울왕국의 디즈니가 짱 ",13371941,feel****,14.02.02
7151,6658128,1,오세암,재미없네요 ,13371941,feel****,12.08.31
7152,6657116,10,라푼젤,굿 ,13371941,feel****,12.08.30
7153,13371848,8,부라더,재밌고 감동적이에여 !ㅜㅜ ,13371848,ysm0****,17.11.08
7154,1924557,10,화려한 휴가,good ,13371848,ysm0****,07.08.12
7155,13398287,10,저스티스 리그,"역시 원더우먼 역의 갤가돗은 대체불가배우네요.몸매,외모 거기다 액션연기까지 정말 dc최고의 캐릭터 나름 액션도 많고 볼거리가 풍부해볼만했음.아주망작은 아님! 플래쉬맨,사이보그 역시 제몫을 해넴.단지 아쿠아맨의 존재감은 미미하네요.다음편을 기대,그린랜턴 ",13371826,yuuk****,17.11.17
7156,13371826,10,부라더,"정말 부담없이 웃을수 있는 영화네요. 이동휘의 재발견. 마동석과 알콩달콩 너무너무 웃꼈어요. 아무생각없이 웃고자하는분께 강추! 조우진,송영창도 재밌고 이하늬의 존재감이란, 침묵, 두개의 토끼를 다 잡으셨네요! ",13371826,yuuk****,17.11.08
7157,13354847,10,침묵,"올하반기최고의 영화(현재개봉작 기준), 유즈얼써스펙트,쏘우 이후 최고의 반전! 최민식은 말할것없고 이하늬,류준열 조한철(내일그대와 에서 신민아 아버지역)연기 정말 쩌내요. 인생사를 바꿀영화! 보시면 이유를 아실거에요.왕십리골클에서 편안히누워봄 ",13371826,yuuk****,17.11.03
7158,13280897,10,블레이드 러너 2049,정말 한스짐머의 반젤리스버금가는 음향에 놀랐고 드늬빌뇌브 감독의 영상미와 절제된 표현이 163분이 후딱 지나가네요.호불호가 갈리지만 저는 너무너무 재밌게 봤어요.특히 가상현실로 나오는 조이의 매력에 흠벅바졌으며 15세이하 아이동반은 자재해주세요.절대로 ,13371826,yuuk****,17.10.13
7159,13273846,10,고무 인간의 최후,디브이 출시작이 무삭제일줄이야 세일DVD잭슨 매니아 소장가치 1위작! ,13371826,yuuk****,17.10.10
7160,12915614,10,군함도,"정말 이영화가 그리재미없나요?? 아직보시지않은분들은 개념치말고 보시길.한국형블럭버스터답게 엄청난물량공세와 처절함이 눈물이나올정도로 비장하네요. 황정민,송중기,소지섭,이정현 외 많은배우들의 고생담이 고스란히 묻어있는 수작이네요.보시고 판단하세요!! ",13371826,yuuk****,17.07.28
7161,12546179,1,임금님의 사건수첩,그넘의 어벤져스 표절음악이 내내 신경거슬리더만!!정말 최악의 영화!!돈주기보긴 보안관보다 억지웃음만유발..시간아까운 어서많이본듯한 짜집기영화 ,13371826,yuuk****,17.04.29
7162,12527422,1,콜로설,"노잼,노잼,개노잼,10노잼!! 정말 올해 최악의 영화 아니 역대최악이네.시시콜콜한 썸 보러왔남? 서울씬 마지막5분이 뭥미?중간중간유트브 보여주다.지덜끼리티걱태걱.앤헤서웨이는 왜나오냐궁?컨츄리송이나드립다 나오고.정말 오늘같은주말에 단3명만 보는게말이되? ",13371826,yuuk****,17.04.22
